index,number_depth,Posx (mm),Posy (mm),Posz (mm)
7383,30,25.03908184435906,-46.16361083488532,100.8637434101919
7384,30,11.60764515286229,-48.245588596096106,191.2355399834508
7385,30,34.47266651449819,-28.027754857875394,35.59451853094393
7386,30,-41.98343622536341,-22.669469927492123,54.8056342864904
7387,30,-13.27794773886823,-45.19159466705715,209.1328142812984
7388,20,15.30601016062974,-40.380857536249934,29.29522143564676
7389,30,-41.37691996755924,-30.10375400428018,83.07774691924263
7390,30,40.46363583206659,-19.840742340356822,221.0039785246824
7391,30,5.513158097645775,-53.074705046891445,129.1748266226457
7393,30,14.42309595593861,-42.602840047059715,221.4819673900574
7394,30,-22.53426882086389,-43.706776040380056,65.21083369458056
7395,30,-39.74516550039864,-19.738822440269093,35.32243284103309
7396,30,-24.12505300973943,-40.77277538727011,207.3942397645327
7397,30,10.3574816530349,-52.24590238289583,139.9467366004876
7398,30,25.28881159786278,-37.28508806696805,221.0799518804454
7399,30,21.72502973883617,-48.607213328653586,140.9738016678296
7400,30,-20.11436594746882,-48.16867481284819,95.8282468039216
7401,30,-20.86302137105188,-47.5957694053792,167.4280761350529
7402,30,17.78513737203705,-45.01584247548443,59.51691363371522
7403,30,18.03131065572143,-47.407082380671255,181.4910150426347
7404,30,-29.77846956405499,-43.973917426994596,145.9549967497616
7405,30,-46.0360093515034,-19.52898885963747,71.98883894929466
7406,30,-47.15670655618494,-19.70839295188915,82.4440264105038
7407,30,-29.29970254911471,-35.33751402285098,216.3197078822573
7408,30,27.51278283966548,-45.719487358877494,131.2538774642189
7409,30,22.50744920429804,-44.1268586371959,191.9398311606444
7410,30,-24.23965032808062,-45.28291629112653,85.1901202670858
7411,30,22.13334726380426,-44.657972721543686,70.58384948179881
7412,30,44.34331257717805,-9.346653069362427,219.625201671197
7413,30,48.85864647875331,-19.78232018075255,155.5606585804995
7414,30,-25.23478229976519,-46.20958794105505,156.7262836125714
7415,30,49.03069314427095,-19.478795843653735,105.374857667791
7416,30,-27.94867936173948,-41.854400681867645,74.82732911985312
7417,30,37.01528295253962,-38.42713424798598,132.4098218397662
7418,30,15.56600971451648,-48.35819848647915,79.3060676086242
7419,20,37.75096637683723,-20.51940009356788,231.7623635367924
7420,30,-49.60018375977456,-9.48905290705263,183.5937852580808
7422,30,31.99881472282004,-37.790920977392815,192.0770360891581
7423,25,-33.46939378120575,-28.919173722748702,225.427624403461
7424,30,-34.63211584652588,-39.76552605979881,155.1520792139648
7425,30,19.90773639708957,-47.816454773896936,90.3271129506344
7426,30,40.24340850633946,-18.947163539366862,35.86631253107642
7427,30,-44.33309638448966,-9.70602401784642,219.2624463705448
7428,20,31.10301615278213,-29.52120854172185,232.1724017539092
7429,30,40.05853947583662,-35.00593440400975,142.7794772389198
7430,30,50.8269861276865,-9.0634575690789,171.723349470193
7431,30,40.07357149020734,-29.090326958187525,192.0721282159391
7432,30,50.85454495490237,-8.906420184294822,88.27435463398184
7433,30,-36.61290938023294,-34.49269608369093,74.5873975284675
7434,30,-48.63603919698509,-20.070550188493595,102.5981734617637
7435,30,29.50380118845975,-42.71414704210524,91.8494556288118
7436,30,43.49768132259814,-23.90790911890694,68.86829933537142
7437,30,-42.7148709223612,-31.02791552651864,153.8669470562136
7438,30,52.60642642649415,-8.728143838096097,135.9681556138414
7439,30,-46.67231668921926,-9.447686204281965,205.8131625122284
7440,30,47.09853230836602,-24.59730821622542,145.0895826480114
7441,20,37.90930265781151,-19.066666364057276,25.688421544415647
7442,30,42.69072058173357,-18.600556867513582,47.57706175475032
7443,30,-49.53459278763011,-18.522057357766197,151.9019286387389
7445,30,-49.51361424853241,-19.72155290550313,121.95715832240941
7446,30,38.22062762572489,-35.37576085399017,94.1035417595342
7447,30,-50.04976229506288,-18.080221150606793,142.1064053835005
7448,20,-38.15482380971431,-18.895287845078556,26.36651257884712
7449,30,-43.01305782308435,-17.643604472431434,47.12139081013757
7452,30,49.7427677041277,-18.722721868892375,115.4157949645105
7454,30,-47.97047150294303,-19.38355708135801,170.3803427116683
7455,30,45.68017464021103,-19.242013806458687,191.6814338722649
7457,30,46.72383433211078,-9.116199641548455,205.9056174758781
7458,30,39.13457308736435,-26.884098043738394,53.27486168870661
7459,30,-33.69329931273235,-29.737439691456693,38.309239554838655
7460,30,41.10606606249595,-33.00309477878242,104.5150821517857
7461,20,-18.57167759352673,-38.85680342904628,28.721787465847747
7462,30,-45.19291530804101,-17.149420951948724,200.9373416436839
7463,20,30.25626227314497,-29.835724478984268,25.964450830380585
7464,30,-42.25566433303908,-27.22747609253617,74.28527644949219
7465,30,-49.31535517991837,-16.770557766067217,94.23739749397
7466,30,49.25980892278595,-17.11699808433152,164.908604078914
7469,30,46.91597483036377,-16.70859560037652,70.25267741307837
7470,30,-45.30744416279023,-18.19182817732175,62.56379202584627
7471,30,-47.36811657252227,-15.695865292963875,188.9181793583302
2623,15,-41.90782725566669,4.0700136951983206e-15,23.234183913533457
2624,25,-44.30433221586469,5.504159496290919e-15,34.94487308604513
2625,30,-46.42208556990471,6.9448699138751975e-15,46.70916642015058
2626,30,-48.25989305928988,8.391332492310601e-15,58.52042971208493
2627,30,-49.81671829458122,9.842731532157064e-15,70.3720022704502
2628,30,-51.09168333984627,1.1298248550170165e-14,82.25720067236077
2629,30,-52.0840692077507,1.2757062740866195e-14,94.1693225324082
2630,30,-52.79331626501482,1.4218351439396208e-14,106.1016502823147
2631,30,-53.2190245480059,1.568129058546944e-14,118.04745495915529
2632,30,-53.3609539882886,1.714505518806293e-14,129.9999999999999
2633,30,-53.21902454800596,1.8608819790656362e-14,141.952545040844
2634,30,-52.79331626501482,2.007175893672961e-14,153.8983497176847
2635,30,-52.08406920775076,2.153304763525961e-14,165.8306774675911
2636,30,-51.09168333984638,2.2991861825955633e-14,177.7427993276385
2637,30,-49.81671829458134,2.4447378843968738e-14,189.6279977295491
2638,30,-48.25989305928999,2.589877788381521e-14,201.4795702879144
2639,30,-46.42208556990482,2.7345240462250604e-14,213.2908335798487
2640,25,-44.30433221586475,2.878595087983494e-14,225.0551269139546
2641,15,-41.90782725566675,3.022009668092754e-14,236.7658160864663
2644,15,41.90782725566669,-1.0622149555889133e-15,23.2341839135335
2645,25,44.30433221586469,7.844363263893289e-17,34.94487308604496
2646,30,46.42208556990477,1.2598040635823544e-15,46.70916642015061
2647,30,48.25989305928988,2.4812001360853055e-15,58.52042971208496
2648,30,49.81671829458122,3.741943071808608e-15,70.37200227045
2649,30,51.09168333984627,5.041321903650884e-15,82.2572006723608
2650,30,52.0840692077507,6.3786038766820566e-15,94.169322532408
2651,30,52.79331626501482,7.753034861363774e-15,106.1016502823147
2652,30,53.2190245480059,9.163839778823473e-15,118.0474549591554
2653,30,53.3609539882886,1.0610223037942224e-14,129.9999999999997
2654,30,53.21902454800596,1.2091368984010369e-14,141.952545040844
2655,30,52.79331626501482,1.3606442358697176e-14,153.8983497176847
2656,30,52.08406920775076,1.5154588771075532e-14,165.8306774675914
2657,30,51.09168333984633,1.673493517943635e-14,177.7427993276386
2658,30,49.81671829458128,1.8346590383620358e-14,189.6279977295496
2659,30,48.25989305928994,1.9988645527589933e-14,201.4795702879146
2660,30,46.42208556990482,2.166017461195777e-14,213.2908335798488
2661,25,44.30433221586475,2.3360235016182973e-14,225.0551269139547
2662,15,41.9078272556668,2.5087868030140263e-14,236.7658160864661
7473,30,-49.26956509603065,11.000599050737573,183.7523466529246
7474,30,48.12298508283833,9.6820799651644,195.4530618785882
7475,30,47.95519227008198,10.3805017126962,64.38330003106827
7476,30,-48.03976479285782,10.11346610339262,64.58864449915914
7477,30,-52.06055466161305,10.16490999810312,147.8705264464361
7478,30,51.45596488385169,10.30502021539962,159.8061011141924
7479,30,-51.45596488385172,10.305020215399464,100.1938988858072
7480,30,51.4667633344667,10.222032881462404,100.0989441956636
7483,30,-44.25847116544547,10.146949265505658,219.131381144406
7484,20,41.87622483947668,10.23539389530939,231.0733114575097
7486,20,-41.94874537528088,10.171359240500305,29.196936738821613
7487,20,41.93697184052657,10.169835086102596,29.139218672268058
7489,30,52.31665370010477,10.307289170052028,136.2343512820255
7490,30,-52.32217623452306,10.296219353993816,124.03632387008969
7499,20,-7.95503677332663,42.3537323571167,231.1446093017698
7500,20,3.521557778049788,43.134395842878526,230.2454674017915
7501,30,-3.13258144054784,44.96943668620475,220.9374244180276
7502,30,8.436830422238543,44.495619566003306,219.7866296602343
7503,30,1.758233943481305,46.84863144531146,210.5041146645501
7504,30,-9.84781128820025,45.68853069469253,211.3868278819252
7505,30,-4.982203219264821,48.07229040160173,200.9907193676731
7506,30,6.709713587389246,48.01422372293983,199.9225495070545
7507,30,-0.04308683556858777,49.719223664636004,190.4394642672078
7508,30,11.61757448379701,48.49364821518317,189.2147992497662
7509,30,4.892726806541529,50.660157383643494,179.7551017197578
7510,30,-6.873730377692262,50.322344349441174,180.8133499957049
7511,30,-1.895293341178257,51.73603561034626,169.9796761527589
7512,30,9.821192374946818,50.91004811186712,168.9887343035894
7513,30,2.986838137033058,52.42533432334482,159.2506053723791
7514,30,-8.760660167242701,51.69880478916084,160.5039881318308
7515,30,-3.849189377576657,52.83770251003837,149.6382488911473
7516,30,7.981570795203481,52.41280346779171,148.6037319339046
7517,30,1.133988339919436,53.270229004268295,138.8982591079263
7518,30,-10.65669195942501,52.18519093813048,139.9716436415235
7519,30,-5.722338813818442,53.052615462545006,129.2095132728235
7520,30,6.113721744140062,53.00608128884183,128.1338628166591
7521,30,-0.732853224452435,53.223119889843964,118.4386936191245
7522,30,11.03139919935875,52.04628113870251,117.3713346504769
7523,30,4.237842818097176,52.69660176035929,107.6997357973734
7524,30,-7.520633426573863,52.37444379627163,108.736739558373
7525,30,-2.552780185836115,52.289927029769125,98.14856087071
7526,30,9.130111015832222,51.47706407524866,97.0366238294657
7527,30,2.342637004847331,51.50282390295882,87.41180762744709
7528,30,-9.359639498787688,50.79122317444403,88.48935282144205
7529,30,-4.459200317226905,50.455858714857605,77.85308616896464
7530,30,7.2385163537602,50.015563974932775,76.75233029277467
7531,30,0.4679404933709754,49.42187441220485,67.16825112042085
7532,30,12.05990673146049,47.814179343131784,66.28074323684541
7533,30,-11.14112971731501,48.307687467077116,68.3859163357034
7534,30,-17.28136418391306,50.48502859880021,130.2703803172897
7535,30,17.64467674900112,50.35036138524445,127.0895671412454
7536,30,22.25225773498295,48.2957648801891,116.3409069516153
7537,30,18.08029718612782,45.19321885838806,198.5185526965815
7538,30,-21.91978027533815,48.51841426926938,141.0274243947091
7539,30,5.364246335198527,47.68835547198846,56.65765647417089
7540,30,18.48874013263411,46.95609333603215,76.08234769674492
7541,30,-16.32409892985454,45.40070475544944,201.5746387638185
7542,30,22.66148774947823,44.62402120232127,187.6524775235824
7543,30,16.70897162622478,44.873363390249985,55.942658730621275
7544,20,-18.88286320000638,38.68418801926998,231.3759381985247
7545,30,-27.99790693366384,45.42394214139694,131.2815279683457
7546,30,28.30861460371912,45.215008960973186,126.09454006462559
7547,30,10.14192052642639,45.224082945867124,46.264912929971786
7548,30,-1.416756965941486,46.488947664364126,47.23803398409602
7549,30,21.09120617664812,41.17462451015783,45.76161612236469
7550,30,32.37380603836454,42.14991965988085,115.3496676181131
7551,30,-32.09838510231152,42.446302342419294,142.0587411826451
7552,30,27.07243683680475,39.446118768776266,55.669598015673444
7553,30,28.44919156482328,39.80682613239902,196.6572982578667
7554,30,32.49770841643483,38.34629943617739,185.7448047025584
7555,30,37.58696133666052,37.84308097682816,125.1307229555141
7556,30,33.78695307497469,41.25741741350278,135.8756375372913
7557,30,-37.28517148514813,38.16603050704635,132.3015346899591
7558,30,-33.49773820661693,41.44523080823019,121.5382971023001
7559,30,30.761940859139,34.55854428205833,45.78717071921573
7560,30,3.372241643154307,44.59713071609091,37.15619353206754
7561,30,-8.256259969845884,44.191947537481674,38.401778188924105
7562,30,40.89501486818216,33.90066362044033,114.4036393934191
7563,30,35.98528487671702,38.53043462275306,104.6317540992937
7564,25,14.8804929785361,40.94411472645116,228.825686296804
7565,30,25.05167706061075,36.71094306078362,35.674703740234015
7566,30,-40.68999568013485,34.259461231351374,143.0416310167393
7567,30,-35.75144223999298,38.91276206866175,152.8320024056091
7568,30,35.88252474767441,31.685123798103128,55.851033100190335
7569,30,-41.63381605210419,33.2918208628991,122.68404216347841
7570,30,-38.24443052798946,36.74872350524552,111.9915972645269
7571,30,42.07709136799462,32.77735535462915,134.9096135146202
7572,30,38.50107283697596,36.61175248232346,145.2600310164518
7573,30,-12.84587849091582,44.96592163786067,48.778457063836974
7574,30,-19.19708020905483,40.93703059091888,39.807655855121276
7575,30,-23.52687828448529,40.758917554470464,50.61537315479537
7576,30,-29.07762775358405,35.14396300544989,42.026460914805575
7577,30,-32.89792350518608,34.1852975314144,53.045591032356164
7578,30,19.50604455361979,41.204409670673336,218.1165694114457
7579,25,25.24382464573779,36.013140234516996,226.7289905033199
7580,30,-37.23415176767184,27.153768795621897,44.71698241325701
7581,30,-34.10187372036445,28.445218800228336,35.48542952988133
7582,30,-43.50474494520645,29.91833777697035,153.7713862268991
7583,30,-38.90309220794567,34.8642401479371,163.5816940760257
7584,30,-45.58304947212412,25.39649479248241,164.4539497970077
7585,30,-41.47925071744159,30.395796030246842,174.1154693547991
7586,30,-33.50943040377533,39.10757393754267,173.2396384173801
7587,30,-36.42881345538817,34.90659514632681,184.026016379549
7588,30,-20.8993903743768,41.71727399907996,211.8628217013753
7589,30,37.22678342085185,32.15547178827648,194.6533428853719
7590,30,40.62457144363191,30.024495830278745,183.4451220453391
7591,30,36.16922628675866,36.462736287261464,174.8489752576881
7592,30,33.46453375732387,33.93517139614019,205.5435219862934
7593,30,32.45027963929797,36.99876617280679,65.5133392458342
7594,30,38.42720112947002,25.9331578953008,46.33541954871816
7595,30,-29.20266567093465,44.223212563222056,110.8138758838351
7596,30,-34.18132708555992,39.92302559807001,101.5575773000746
7597,30,29.52432793353107,44.12283086847442,146.524575057262
7598,20,-14.65118275720689,40.584724378902884,29.118929888173973
7599,30,-27.55314959739438,40.148326131234555,61.6116288943137
7600,30,-36.41017180034959,32.866089661306795,64.26133755003511
7601,30,-31.36275713866781,38.90645123632993,71.69981503928508
7602,30,-39.58386145139489,31.18674828199196,75.4226296385068
7603,30,-42.37880530384513,31.131109339990875,102.0488532808829
7604,30,43.61062954651288,27.545282249352763,172.2901701972099
7605,30,-27.38796018270435,42.51779142392312,182.8828840759233
7606,30,45.76310449950554,27.045109163140527,144.3168033239051
7607,30,-26.86076908500711,40.02595199947336,201.8715458590762
7608,30,-30.66296340451949,35.165776977617796,211.88013158749
7609,30,-35.78192665706828,32.3447619870861,201.659026632753
7610,30,43.87045679240646,28.898332703289704,101.143545235975
7611,30,38.7329059335331,34.712432965344064,93.1658669010615
7612,30,47.26530027919082,24.155993299670286,113.1940711264256
7613,30,30.35231777905414,42.38779837848041,94.8807470856296
7614,30,40.41228008726251,28.2337045855536,66.17413957128596
7615,30,-23.78016666759237,45.79435506108967,172.0608336193089
7616,30,-24.54090418813103,46.38391392464863,100.1639871247504
7617,30,40.91975850722866,25.062462356694915,203.3706886371384
7618,30,37.45733984315689,27.075409236926678,214.4965159906297
7619,30,34.60872044592031,39.72530259291322,156.0494087354647
7620,30,24.90375292198901,46.35427451306719,157.2927797611741
7621,30,33.74764454924002,38.5966800867274,84.16668709589678
7622,30,41.62798404030676,29.78668074397592,83.27118459787997
7623,30,-38.45214862074506,26.287793637652047,212.3493325430831
7624,30,-33.80342675301497,29.584687889576628,221.7885194480773
7625,30,-42.86253574332709,21.823772128970816,202.5950987671829
7626,30,46.46554205424696,20.327208060181945,181.5214566173989
7627,30,-29.82287931737182,42.43460652294861,91.2366949419842
7628,30,43.37943253814429,17.194106140324187,211.843512059543
7629,30,-43.6285551637658,25.336236907141046,184.0400700363932
7630,30,-47.25044816467501,24.464312432583608,142.4018468435956
7631,30,-43.19311477520264,24.09002462122925,67.42875137333615
