index,number_depth,Posx (mm),Posy (mm),Posz (mm)
7632,30,-45.81907408827936,21.73437666768562,78.43340462321103
7633,30,-42.48817993230359,29.62736394905525,90.3631249303884
7634,30,-48.06001581300914,18.85492410853753,88.24691161555783
7635,15,20.84323666221722,36.13769715901522,237.6376742147977
7636,15,30.16500713716376,29.564731906809417,235.2357176464256
7647,30,48.79410850252226,21.589536298124827,131.9864763588304
7656,30,48.73775901984196,17.044564670803762,171.6816979531852
7657,30,46.20931342276742,24.472682593415282,162.8223426435786
7658,20,37.45957725466069,20.05006789351661,234.0570888276544
7659,30,39.74712016076957,19.908597562162697,224.2718609177351
7660,20,-42.00875822960312,10.21758326257175,230.4637894696384
7661,30,44.31264572640647,10.028518831379067,41.01613724670794
7662,30,46.27554059662766,10.269996344184097,52.77282323351366
7663,30,-44.24690057152173,10.111601466109455,40.76215731096239
7664,30,-46.20751641986686,10.278946343633278,52.3587665281286
7665,30,-46.33956427471603,10.201872899412367,206.9186039569968
7666,30,-47.89756674479902,10.565369165211214,195.7445848359249
7667,30,-49.44657538471293,10.19160302563985,76.27803469278811
7668,30,49.47133311179241,10.14677414015882,76.42003698254774
7669,30,50.59386100954305,10.286035540629413,88.27810797164155
7670,30,48.06026045216846,19.966030710708225,93.592729585145
7671,30,-50.61680291664283,10.179312400160972,171.7058393363337
7672,30,-51.49372323362967,10.075646370725421,159.9323452893684
7673,30,52.05451015087515,10.169154636121519,148.0140404839283
7674,30,-52.03127998910553,10.317162236315713,112.1483722925933
7675,30,-49.30646893655717,20.039650219337204,118.22714664540601
7676,30,-49.39305137650175,20.19201642571314,130.0581872943814
7677,30,-52.35472385281744,10.126750944849647,136.0063079171312
7678,30,26.5417114581074,45.60969894341086,105.6227277487652
7679,30,52.32308871243858,10.317988684421186,124.4837797218328
7680,30,51.91114255926445,10.968047023906314,112.5151610090377
7681,30,-12.41774323118186,51.78235806035602,119.45435240552399
7682,15,10.05656850953749,40.02850818295002,239.6522642563303
7683,30,-23.53044252382261,47.79300616342935,120.5108996940551
7684,30,-15.70584609385909,48.33308199504482,79.49544355562014
7685,30,15.76664856213721,50.41270431896807,106.6852347999365
7686,30,12.80388833445066,51.7389211006988,137.8540214254733
7687,30,-30.1224815128329,42.76473722349502,162.5322777326503
7688,30,-26.25296125614078,45.91529804215635,151.7516157432091
7689,30,23.89796790693041,47.65920065077073,136.785510858545
7690,30,-15.41988897514475,50.63851585653566,150.7223186293783
7691,30,44.94436023595132,28.695414140280427,123.88013667602061
7692,30,43.68212479859633,23.211653020856353,192.4958036384038
7693,30,-6.219053299589345,47.75127889308866,57.78997040161387
7694,30,13.86648958091146,49.57490630453218,86.4983565069208
7695,30,39.85360702983446,19.83060847115494,36.04569521611104
7696,30,16.36477653722582,48.3294609720312,178.4383846167327
7697,30,-11.65403169587158,48.222571266781884,191.3293147721181
7698,30,26.96036165118742,43.49320934364732,176.897736550311
7699,30,-40.3511930122899,25.766658793226686,55.89570637651103
7700,30,42.80727812083694,21.864486940365726,57.19436762018775
7701,30,14.7016505904184,42.021537828564725,36.068466492567445
7702,30,13.22816841694644,45.19900618906114,209.1761181167643
7703,25,-24.97444298929354,35.70271031162782,31.206228657115354
7704,30,-48.84039394765751,20.255220716896662,107.8638865910899
7705,30,-39.79493139341122,19.841450900396968,224.2049525770521
7706,30,-14.42342685386133,42.592549295248595,221.5341165171803
7707,30,-19.9504977153742,48.421494882597784,161.5624117351559
7708,30,22.88124149046307,43.56474302270253,65.47470770011356
7709,30,-25.11934169949809,37.26983718917417,221.6626293696813
7710,30,24.06196633929348,40.803020994453945,207.4330723870562
7711,30,20.24096924497071,48.133311495820905,96.0688712620695
7712,30,-17.37720038441186,45.159686860275905,59.416694423580495
7713,30,-18.79080913294293,49.5071847089348,109.7468197267136
7714,30,20.86578710062844,47.5665548317128,167.7704348800924
7715,30,19.19080250238103,49.459252388426044,147.6360880701172
7716,30,29.24496839662835,35.37236436244541,216.3660130840797
7718,30,47.00951234842899,20.12421679151038,82.72338306162737
7719,30,-13.84288993687551,50.54307347279926,98.9838065192863
7720,30,24.41021125902616,45.21331449674715,85.4083501472675
7721,30,-21.74710652845919,44.783236906632624,70.10075711729505
7722,30,34.13102261999327,28.88268388056033,37.08830158528598
7723,30,-13.13857999785058,49.97795039118566,171.150398126074
7724,30,14.22631958479866,50.59206382178573,158.4871029827102
7725,30,-47.24779328759842,20.476767511109482,173.3107809798893
7726,30,45.85967047227535,19.67228277412359,71.08262237736523
7727,30,-49.20880988909021,19.17923642288538,153.4527537382781
7728,30,-40.05580579392004,19.308589113950728,35.79324456261672
7729,20,-28.41730638239083,32.35914580853982,231.2839076893239
7730,30,-20.04353635154903,47.67552029594644,89.35750940728614
7731,30,28.21518340545748,41.71383361143954,75.11819783376632
7732,30,49.58872943700521,9.54942698356124,183.5925565145083
7733,30,30.59144316977215,42.09402735938801,166.4982424001245
7734,30,-44.34236737634916,29.675840646619708,132.1507428867505
7735,25,33.44998153365317,28.943012225900997,225.4229236614715
7736,30,-17.76561861033863,47.46165624511928,181.9049412097358
7737,30,-22.4644053400189,44.09508507096581,192.3245723010556
7738,30,44.33168130890996,9.718482929070701,219.2553205032406
7739,30,39.75689167892653,33.85957251165933,163.850453050749
7740,20,-4.195033327058225,42.75711615027538,28.214415106208236
7741,30,-50.83743521488795,9.004248236443885,88.27578002775888
7742,30,-44.96290416714937,28.306232639124033,114.7873688562599
7743,30,-35.65755361068975,36.755742737276,83.51381428655537
7744,30,36.83691528510193,34.318119370746984,74.98719003928962
7745,30,-31.39365352093769,38.20805737396121,192.6162098886529
7746,20,37.78231787173695,19.309653006684744,25.672471624807287
7747,20,8.458666453993292,42.05922456850908,27.919193566364903
7748,30,-25.84417727928622,43.93894381520192,81.05819470945978
7749,30,-42.75008945989577,18.544091157093828,47.76968130963471
7750,20,19.52736320511865,38.057813129401005,27.311718528434632
7751,20,-37.85567507853339,19.10150895428911,234.4635557483146
7752,30,46.66311667959165,9.467263338599576,205.8468160586665
7753,20,-37.85348061209104,19.130897255605564,25.589668688970363
7754,30,42.60831918995422,31.11127081013209,154.6352641372287
7755,20,28.97167755048107,31.449121698048714,27.238268299361586
7756,30,49.46607094071901,18.75988817816441,151.4450316705771
7757,30,48.96820303820655,19.355535221670635,103.3455017159685
7758,30,-39.12143616931625,30.267593938673976,192.5196185873226
7760,30,49.49165439272802,19.798506222273367,122.48335382239301
7761,30,-43.04387666434035,17.70570040829724,212.565884572098
7762,30,-37.08606149051565,36.36672726085804,92.2240134113847
7763,30,-45.58956652126941,19.223250697290116,192.4123011688101
7764,30,49.94338364950313,18.33538701626543,142.620859358209
7765,30,51.03057018151939,7.827132079680168,171.7403098354686
7766,30,-45.03824676224647,17.720359499859388,59.49628957066389
7770,30,42.94945942565938,17.675066958264097,46.84110019451386
7772,30,-46.84387090897662,23.349544763668924,97.9677458144452
7773,30,45.17497698362151,17.196032078185855,200.9388071968876
7774,30,-49.28209046310317,16.88281740039811,165.6954159278092
7775,25,-34.71698427487068,25.95020626631673,229.9208528102664
7776,30,42.34335994580465,27.19698105924627,74.80178187944301
7777,20,-29.63988885762429,30.468924985023463,26.03501302248943
7778,30,44.03615024639823,27.427453344507942,91.4052583454496
7779,30,-46.99324480354072,16.60001417200683,70.55903749372722
7781,30,-50.59322681525299,16.517407648459336,141.8593158300268
7782,30,-46.59345171243969,25.939346749128877,124.17823240558289
7785,30,47.31926844555925,15.791183292748025,189.0561043999897
